ID,fullName,email,passwordHash,departementUnisa,biography
a1aaf12c-8abf-4e93-8495-19b9408f7692,David Walker,david.walker@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,INGEGNERIA_EDILE, 
add8619a-4f69-4bbd-995e-f2c988f9254a,Jessica Robinson,jessica.robinson@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,AGRICOLA, 
8fb855ef-67bc-4909-8ec4-65a59ceab7f1,Desiree Hunt,desiree.hunt@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,ECONOMICHE_STATISTICHE, 
9418ffda-3e71-4df0-9222-a4efeb5b5a06,James Mckay,james.mckay@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,INGEGNERIA_EDILE, 
49e223c1-e43a-4730-83e9-bdfd8533d0d5,Ryan Franco,ryan.franco@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,INGEGNERIA_ELETTRICA, 
e571fc41-ffa5-4e12-acb1-ff3d25bc21a1,Yvonne Sparks,yvonne.sparks@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,INGEGNERIA_INDUSTRIALE, 
1519ebb7-d709-4018-9899-b59a56449870,Jose Stevens,jose.stevens@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,ECONOMICHE_STATISTICHE, 
ad5ca679-df9a-4446-9c7d-cc0c3088c292,Carol Wood,carol.wood@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,POLITICHE_SOCIALI, 
69345f53-c835-4510-acf7-83e9155b3105,Logan Smith,logan.smith@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,CHIMICHE, 
58876bed-8c84-4881-b176-5e3857f9263d,John Williams,john.williams@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,GIURIDICHE, 
12d168fb-342b-4fd3-ac9e-a725ef861228,Susan Herrera,susan.herrera@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,INGEGNERIA_INDUSTRIALE, 
61f88f0c-fcc1-4be0-864a-cf6a078a42b5,Kelly Mercado,kelly.mercado@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,INGEGNERIA_INDUSTRIALE, 
9f829581-48e6-44fb-86e0-bb328e05b162,Sheryl Cantu,sheryl.cantu@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,MOTORIE_UMANE_SOCIALI, 
fd73656c-3e09-4f5e-98dd-84d5d7ed19b8,Denise Guzman,denise.guzman@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,BIOMEDICHE, 
3bf0f5b0-4ac1-4c6f-bfb3-81ddd97d3bf5,Brad Brooks,brad.brooks@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,INGEGNERIA_EDILE, 
507aefd4-afd5-49cd-b443-ab9d969bf26c,Bruce Jennings,bruce.jennings@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,FARMACIA, 
be6d0e30-a2e7-4c19-8ff8-73253c961a5d,Johnathan Bullock,johnathan.bullock@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,FORMAZIONE_BENICULTURALI, 
b0300a8d-977f-48a9-99d5-cf5d2bfa2eeb,Samuel Jacobs,samuel.jacobs@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,ARCHITETTURA, 
eb1df52f-b191-4b9f-9a8d-fe7b20d16555,Sharon Ward,sharon.ward@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,MATEMATICA_FISICA, 
2e7561c8-5f3b-4628-af01-d46efb909731,Angela Warren,angela.warren@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,MATEMATICA_FISICA, 
2f3e6dcb-0128-48fd-aece-0c6de8dffcea,Kellie Lindsey,kellie.lindsey@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,MOTORIE_UMANE_SOCIALI, 
113af3aa-b006-4c3d-b66a-faa2c7a69c04,Joseph Jones,joseph.jones@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,POLITICHE_SOCIALI, 
f6372a7c-7c67-4b8b-8aaa-75d588d3efbe,Shelby Valenzuela,shelby.valenzuela@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,CHIMICHE, 
ae7e8a12-aa68-4b93-9a55-e767e57d1afa,Alicia Lopez,alicia.lopez@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,AGRICOLA, 
37deea25-0e80-4f55-a5b6-4307fd64bac6,Stephen Cannon,stephen.cannon@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,LINGUAGGIO_BENICULTURALI, 
b4126ec7-64b0-453e-88ba-4b4fca7f8f4c,Phillip Kelley,phillip.kelley@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,INGEGNERIA_ELETTRICA, 
f97d3e6e-570c-4b26-b2d0-d2c0e7c7b2cd,Bryan Murray,bryan.murray@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,INFORMATICA, 
9e2e744c-689e-4ac7-84c5-3752c756890d,Jonathan Harris PhD,jonathan.phd@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,MEDICINA_CHIRURGIA_ODONTOIATRIA, 
c2bcd8be-feb0-4e9b-b559-4aa748b633fd,Linda Burch,linda.burch@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,ARCHITETTURA, 
160731b8-8ae9-46fd-8422-71d95a3ab0f9,James Jackson,james.jackson@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,FARMACIA, 
6f73ac55-89de-42b2-b645-cb4481d2db63,Sarah Bryant,sarah.bryant@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,FORMAZIONE_BENICULTURALI, 
8ad796b1-4e32-42db-86c2-1ff3af113279,Debbie Myers,debbie.myers@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,MOTORIE_UMANE_SOCIALI, 
7e39edce-59de-4a03-b8f0-b95c6c5cabe5,Ashley Walls,ashley.walls@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,POLITICHE_SOCIALI, 
dda1966d-ff83-4c2e-8465-6e00c9a7e9f5,Tina Gill,tina.gill@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,LINGUAGGIO_BENICULTURALI, 
538af8bd-8b05-471d-bbc5-239a315da2d7,Darryl Stone,darryl.stone@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,GIURIDICHE, 
d856dd06-5d4d-4a91-b690-741215bb6717,Alisha White,alisha.white@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,SCUOLA_MEDICINA, 
93e20b68-5767-495a-9992-ec46efe3f0dc,Ann Franco,ann.franco@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,INGEGNERIA_ELETTRICA, 
fb92834c-3532-4989-9a8a-95d24613197a,Amanda Hickman,amanda.hickman@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,ARCHITETTURA, 
b43b447e-1fda-4578-9427-a74087c9f4fd,Steven Benjamin,steven.benjamin@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,POLITICHE_SOCIALI, 
a81bda0c-9dfd-46c6-bd74-1262e0b45028,Gina Valencia,gina.valencia@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,SCUOLA_MEDICINA, 
e39c099b-19b9-4b97-b63e-6065004bba10,Willie Reyes,willie.reyes@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,BIOMEDICHE, 
7cfb83ed-ab31-4301-b8b5-0619c0b6d722,Jennifer Wyatt,jennifer.wyatt@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,FARMACIA, 
794da7b4-eca3-4599-8aa7-d34fb9d62343,Daniel Powell,daniel.powell@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,MATEMATICA_FISICA, 
2329b869-506b-4e12-b37f-22a02c9f4a29,Katrina Manning,katrina.manning@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,FORMAZIONE_BENICULTURALI, 
893fb8d3-6a12-4cc1-b2b1-7bb024d3fa87,Sharon Jones,sharon.jones@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,FARMACIA, 
658d1628-36cd-456b-81a9-33805d2022d8,Leonard Russo,leonard.russo@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,MEDICINA_CHIRURGIA_ODONTOIATRIA, 
be543cc2-8b5e-40a4-b7e2-3559e02b0f50,Brenda Zamora,brenda.zamora@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,LINGUAGGIO_BENICULTURALI, 
0fb12c33-8e87-45b8-9366-bd0df9895046,Bryan Garcia,bryan.garcia@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,LINGUAGGIO_BENICULTURALI, 
f34bca4d-d47b-4458-8dcb-6f369c26bb38,Felicia Evans,felicia.evans@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,INGEGNERIA_INDUSTRIALE, 
1dd6e6dd-b7dd-4b8f-afac-12499dfbf23d,Samuel Wilson,samuel.wilson@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,GIURIDICHE, 
932f02b4-430d-4fc5-adb2-d7fad91b7b93,Donald Garrison,donald.garrison@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,FORMAZIONE_BENICULTURALI, 
f56b7197-7e40-4f42-867e-d6ae2bf995dc,Amy Brown,amy.brown@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,FORMAZIONE_BENICULTURALI, 
5c4be163-de57-416b-8c82-c82581a1dc4e,Matthew Stewart,matthew.stewart@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,ECONOMICHE_STATISTICHE, 
faca127c-f86c-4867-9408-5e50d8bd72f3,Kelly Evans,kelly.evans@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,FORMAZIONE_BENICULTURALI, 
8132a486-6aef-4562-b386-2bedef695451,Mary Duncan,mary.duncan@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,MATEMATICA_FISICA, 
7db2b1bd-39f9-4f7b-8b92-3532bf05284a,Paul Evans,paul.evans@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,ECONOMICHE_STATISTICHE, 
9178eb15-fd83-41e0-a237-7746be948fa2,Krystal Ramirez,krystal.ramirez@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,FISICA, 
89667547-ba19-44ca-ba8a-e424e1a761fd,James Rios,james.rios@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,POLITICHE_SOCIALI, 
167cba79-003b-4b7d-b256-786a1169c188,Calvin Osborne,calvin.osborne@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,POLITICHE_SOCIALI, 
f76b7bfd-8db0-488d-8d2f-b59a80d95421,Michelle Smith,michelle.smith@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,MEDICINA_CHIRURGIA_ODONTOIATRIA, 
bfd280c7-c8f3-4dfa-aa88-dad1bbead750,Natalie Evans,natalie.evans@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,AGRICOLA, 
f849b5d5-25e3-4c6e-a438-9008cef86abe,Anna Moore,anna.moore@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,BIOMEDICHE, 
d7ea4457-2747-4d01-81b6-6827958f64ec,Hannah Ortiz,hannah.ortiz@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,INGEGNERIA_ELETTRICA, 
2a65579d-c94c-4caa-8c36-bae81d25f77f,Sarah Howard,sarah.howard@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,FARMACIA, 
24d4b822-50f5-46d1-889f-d3d2cb6d3956,Shawn Erickson,shawn.erickson@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,ARCHITETTURA, 
ccca9fda-536e-446b-ab9e-2c6084ab85ff,Brandy Ellis,brandy.ellis@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,SCUOLA_MEDICINA, 
1afb9ae2-17f1-4e32-abf1-2085bf92820f,James Davis,james.davis@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,ARCHITETTURA, 
c1258b23-b0c4-4bc2-9391-af64edaa9f98,Mrs. Dawn Hogan,mrs..hogan@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,INGEGNERIA_EDILE, 
909ad083-9e4d-4691-9caf-071ee41066d7,Kristin Harris,kristin.harris@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,AGRICOLA, 
6701310d-ab12-42c9-8f0e-fd94be71bd0b,Robin Schmidt,robin.schmidt@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,ARCHITETTURA, 
f6b440bf-d116-4d6f-b4ef-955ee0c0b2c5,Kathleen Andrews,kathleen.andrews@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,MOTORIE_UMANE_SOCIALI, 
1d6da9f1-1ec9-493e-9a73-ea9e224ca0d2,Philip Wilson,philip.wilson@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,INGEGNERIA_ELETTRICA, 
1896d935-1f72-40e5-80e8-b07151240bef,Mark Hale IV,mark.iv@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,MEDICINA_CHIRURGIA_ODONTOIATRIA, 
09cf149c-4106-4dab-870a-a98fed4182eb,April Duffy,april.duffy@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,SCUOLA_MEDICINA, 
403ef8eb-acd9-412f-bf9b-87d0eeaa047f,Eric Hill,eric.hill@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,FORMAZIONE_BENICULTURALI, 
89575ee1-2192-465d-bbc7-1b6957149d48,Dan Taylor,dan.taylor@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,AGRICOLA, 
be94a274-5b2c-436e-9947-02ca82f1985c,Savannah Williams,savannah.williams@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,INGEGNERIA_ELETTRICA, 
7a0e0f02-9407-404d-a542-dca258a04c1d,Patricia Madden,patricia.madden@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,MATEMATICA_FISICA, 
1a86d595-d3f0-402d-bced-e51e04e3f11c,Katherine Sullivan,katherine.sullivan@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,INGEGNERIA_INDUSTRIALE, 
14a7d521-7549-48c4-9ba4-dd45f05d730d,Joseph Steele,joseph.steele@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,FISICA, 
bc458ca7-ab80-4338-8349-5c648c73b048,Amber Wood,amber.wood@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,ARCHITETTURA, 
81fb8634-08da-4bf2-a320-012d43fc91ce,Chad David,chad.david@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,SCUOLA_MEDICINA, 
247ba31a-d6c8-4601-8cae-a5c4ac8047d7,Sean Olson,sean.olson@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,FARMACIA, 
74f2ef31-d696-48ad-8bd1-dc58d99a7516,Kendra Newman,kendra.newman@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,FARMACIA, 
9f8b48e0-942c-457c-b3fa-edafdc4367b8,Becky Arellano,becky.arellano@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,CHIMICHE, 
1fd9a337-e00f-4dc9-8c56-2e7fb4f26ed5,Briana Pierce,briana.pierce@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,INFORMATICA, 
26063ceb-b752-497f-a24d-fdad3c60cdfb,Catherine Gray,catherine.gray@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,SCUOLA_MEDICINA, 
1e81319f-7a97-4682-b395-72afb22c153d,Daniel Gutierrez,daniel.gutierrez@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,GIURIDICHE, 
0ce1fc1c-ab9c-4349-bf64-ef3c0c6389bb,Michael Lewis,michael.lewis@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,LINGUAGGIO_BENICULTURALI, 
1938bf67-b4e4-4377-938c-92df86869c96,Tyler Brown,tyler.brown@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,AGRICOLA, 
0c3237a7-1447-4f11-bb3a-8178d8b8fdf4,Tristan Cooper,tristan.cooper@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,MATEMATICA_FISICA, 
83701cc6-c982-42fd-bd3d-8a3ed233554f,Ralph Farmer,ralph.farmer@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,GIURIDICHE, 
b44169a7-c8fe-4b7d-99ac-d3aa4b1e79e5,Heather Mclean,heather.mclean@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,MEDICINA_CHIRURGIA_ODONTOIATRIA, 
53a7fbf5-b80d-445d-b4ef-d311ca89cac8,Brian Moore,brian.moore@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,MEDICINA_CHIRURGIA_ODONTOIATRIA, 
98193dc6-34c1-448e-8c90-062c71d395e7,Sandra Duncan,sandra.duncan@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,BIOMEDICHE, 
3ba891f7-f176-4420-8cf9-f2bafe242a89,Sarah Larson,sarah.larson@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,FORMAZIONE_BENICULTURALI, 
daedfb45-c111-46e5-93d3-ea04de2c2f60,James Stewart,james.stewart@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,INGEGNERIA_ELETTRICA, 
d4c4639b-5499-4a5b-b6dc-d739a6836351,Brittany Tucker,brittany.tucker@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,MOTORIE_UMANE_SOCIALI, 
d01fd336-c127-4d3c-9c40-fd61208d832c,Cathy Edwards,cathy.edwards@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,AGRICOLA, 
87352f8a-1677-4fe6-bedb-a82cf0352abd,Theodore Wallace MD,theodore.md@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,MEDICINA_CHIRURGIA_ODONTOIATRIA, 
8fef2c62-087a-4faf-94c8-c88622a59549,Alexander Wood,alexander.wood@gmail.com,$2a$10$Gs.PmaGJQtm0ThQF3VkX2u/VVqW8rHz1KpSFRiLmnY74l7GmlCUSu,BIOMEDICHE, 
